Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2018-10-15,2763.83,2775.99,2749.03,2750.79,554540800
2018-10-16,2767.05,2813.46,2766.91,2809.92,545449024
2018-10-17,2811.67,2816.94,2781.81,2809.21,559161856
2018-10-18,2802,2806.04,2755.18,2768.78,584156032
2018-10-19,2775.66,2797.77,2760.27,2767.78,710204224
2018-10-22,2773.94,2778.94,2749.22,2755.88,552132465
2018-10-23,2721.03,2753.59,2691.43,2740.69,695059367
2018-10-24,2737.87,2742.59,2651.89,2656.1,815395463
2018-10-25,2674.88,2722.7,2667.84,2705.57,767958462
2018-10-26,2667.86,2692.38,2628.16,2658.69,870121014
2018-10-29,2682.65,2706.85,2603.54,2641.25,778263648
2018-10-30,2640.68,2685.43,2635.34,2682.63,888192193
2018-10-31,2705.6,2736.69,2705.6,2711.74,910799476
2018-11-01,2717.58,2741.67,2708.85,2740.37,700345393
2018-11-02,2745.45,2756.55,2700.44,2723.06,742531163
2018-11-05,2726.37,2744.27,2717.94,2738.31,599359660
2018-11-06,2738.4,2756.82,2737.08,2755.45,549022195
2018-11-07,2774.13,2815.15,2774.13,2813.89,614189081
2018-11-08,2806.38,2814.75,2794.99,2806.83,571440204
2018-11-09,2794.1,2794.1,2764.24,2781.01,659956477
2018-11-12,2773.93,2775.99,2722,2726.22,630070307
2018-11-13,2730.05,2754.6,2714.98,2722.18,610281337
2018-11-14,2737.9,2746.8,2685.75,2701.58,704285465
2018-11-15,2693.52,2735.38,2670.75,2730.2,695330012
2018-11-16,2718.54,2746.75,2712.16,2736.27,838188083
2018-11-19,2730.74,2733.16,2681.09,2690.73,688894394
2018-11-20,2654.6,2669.44,2631.52,2641.89,760763750
2018-11-21,2657.74,2670.73,2649.82,2649.93,552735153
2018-11-23,2633.36,2647.55,2631.09,2632.56,291401125
2018-11-26,2649.97,2674.35,2649.97,2673.45,608988820
2018-11-27,2663.75,2682.53,2655.89,2682.17,550959355
2018-11-28,2694.73,2743.9,2684.44,2743.79,666839589
2018-11-29,2736.24,2753.74,2723.14,2737.76,523646403
2018-11-30,2736.67,2760.75,2732.98,2760.17,1047664163
2018-12-03,2790.5,2800.18,2773.38,2790.37,744605200
2018-12-04,2782.43,2785.93,2697.18,2700.06,851039439
2018-12-06,2663.51,2696.15,2621.53,2695.95,915372571
2018-12-07,2691.26,2708.54,2623.14,2633.08,733845511
2018-12-10,2630.86,2647.51,2583.23,2637.72,684878106
2018-12-11,2664.44,2674.35,2621.3,2636.78,600208705
2018-12-12,2658.23,2685.44,2650.26,2651.07,671626902
2018-12-13,2658.7,2670.19,2637.27,2650.54,620983881
2018-12-14,2629.68,2635.07,2593.84,2599.95,705439559
2018-12-17,2590.75,2601.13,2530.54,2545.94,819097979
2018-12-18,2559.9,2573.99,2528.71,2546.16,763897033
2018-12-19,2547.05,2585.29,2488.96,2506.96,932514446
2018-12-20,2496.77,2509.63,2441.18,2467.42,1047090599
2018-12-21,2465.38,2504.41,2408.55,2416.62,2284643404
2018-12-24,2400.56,2410.34,2351.1,2351.1,492144152
2018-12-26,2363.12,2467.76,2346.58,2467.7,785822352
2018-12-27,2442.5,2489.1,2397.94,2488.83,754927749
2018-12-28,2498.77,2520.27,2472.89,2485.74,600118855
2018-12-31,2498.94,2509.24,2482.82,2506.85,627380977
2019-01-02,2476.96,2519.49,2467.47,2510.03,637584225
2019-01-03,2491.92,2493.14,2443.96,2447.89,762962293
2019-01-04,2474.33,2538.07,2474.33,2531.94,774811375
2019-01-07,2535.61,2566.16,2524.56,2549.69,692225816
2019-01-08,2568.11,2579.82,2547.56,2574.41,662516953
2019-01-09,2580,2595.32,2568.89,2584.96,629452157
2019-01-10,2573.51,2597.82,2562.02,2596.64,625406371
2019-01-11,2588.11,2596.27,2577.4,2596.26,543311944
2019-01-14,2580.31,2589.32,2570.41,2582.61,601100760
2019-01-15,2585.1,2613.08,2585.1,2610.3,597494178
2019-01-16,2614.75,2625.76,2612.68,2616.1,608247678
2019-01-17,2609.28,2645.06,2606.36,2635.96,625677718
2019-01-18,2651.27,2675.47,2647.58,2670.71,784726681
2019-01-22,2657.88,2657.88,2617.27,2632.9,737565240
2019-01-23,2643.48,2653.19,2612.86,2638.7,574077880
2019-01-24,2638.84,2647.2,2627.01,2642.33,627699787
2019-01-25,2657.44,2672.38,2657.33,2664.76,639278903
2019-01-28,2644.97,2644.97,2624.06,2643.85,580761672
2019-01-29,2644.89,2650.93,2631.05,2640,519764046
2019-01-30,2653.62,2690.44,2648.34,2681.05,616716233
2019-01-31,2685.49,2708.95,2678.65,2704.1,1024765207
2019-02-01,2702.32,2716.66,2696.88,2706.53,642280876
2019-02-04,2706.49,2724.99,2698.75,2724.87,541958874
2019-02-05,2728.34,2738.98,2724.03,2737.7,581522355
2019-02-06,2735.05,2738.08,2724.15,2731.61,535718912
2019-02-07,2717.53,2719.32,2687.26,2706.05,625969945
2019-02-08,2692.36,2708.07,2681.83,2707.88,557587800
2019-02-11,2712.4,2718.05,2703.79,2709.8,531360727
2019-02-12,2722.61,2748.19,2722.61,2744.73,597474153
2019-02-13,2750.3,2761.85,2748.63,2753.03,532070729
2019-02-14,2743.5,2757.9,2731.23,2745.73,527102540
2019-02-15,2760.24,2775.66,2760.24,2775.6,693907421
2019-02-19,2769.28,2787.33,2767.29,2779.76,525966991
2019-02-20,2779.05,2789.88,2774.06,2784.7,566166669
2019-02-21,2780.24,2781.58,2764.55,2774.88,508676967
2019-02-22,2780.67,2794.2,2779.11,2792.67,537341713
2019-02-25,2804.35,2813.49,2794.99,2796.11,580394860
2019-02-26,2792.36,2803.12,2789.47,2793.9,551675763
2019-02-27,2787.5,2795.76,2775.13,2792.38,508288881
2019-02-28,2787.47,2793.73,2782.51,2784.49,773425454
2019-03-01,2798.22,2808.02,2787.38,2803.69,592428627
2019-03-04,2814.37,2816.88,2767.66,2792.81,614371859
2019-03-05,2794.41,2796.44,2782.97,2789.65,576038060
2019-03-06,2790.27,2790.27,2768.69,2771.45,528877584
2019-03-07,2766.53,2767.25,2739.09,2748.93,597309611
2019-03-08,2730.79,2744.13,2722.27,2743.07,530754897
2019-03-11,2747.61,2784,2747.61,2783.3,540516585
2019-03-12,2787.34,2798.32,2786.73,2791.52,545868619
2019-03-13,2799.78,2821.24,2799.78,2810.92,617202593
2019-03-14,2810.38,2815,2803.46,2808.48,611507204
2019-03-15,2810.79,2830.73,2810.79,2822.48,1843388633
2019-03-18,2822.61,2835.41,2821.99,2832.94,608985247
2019-03-19,2840.76,2852.42,2823.27,2832.57,682995030
2019-03-20,2831.34,2843.54,2812.43,2824.23,624364081
2019-03-21,2819.72,2860.31,2817.38,2854.88,611734555
2019-03-22,2844.52,2846.16,2800.47,2800.71,662539137
2019-03-25,2796.01,2809.79,2785.02,2798.36,503990217
2019-03-26,2812.66,2829.87,2803.99,2818.46,530159646
2019-03-27,2819.72,2825.56,2787.72,2805.37,514309265
2019-03-28,2809.4,2819.71,2798.77,2815.44,453489392
2019-03-29,2828.27,2836.03,2819.23,2834.4,670334840
2019-04-01,2848.63,2869.4,2848.63,2867.19,528797169
2019-04-02,2868.24,2872.9,2858.75,2867.24,473309122
2019-04-03,2876.09,2885.25,2865.17,2873.4,597904878
2019-04-04,2873.99,2881.28,2867.14,2879.39,444465997
2019-04-05,2884.16,2893.24,2882.99,2892.74,472262239
2019-04-08,2888.46,2895.95,2880.78,2895.77,468429129
2019-04-09,2886.58,2886.88,2873.33,2878.2,448236943
2019-04-10,2881.37,2889.71,2879.13,2888.21,401127827
2019-04-11,2891.92,2893.42,2881.99,2888.32,415962882
2019-04-12,2900.86,2910.54,2898.37,2907.41,505162651
2019-04-15,2908.32,2909.6,2896.48,2905.58,457842508
2019-04-16,2912.26,2916.06,2900.71,2907.06,495695074
2019-04-17,2916.04,2918,2895.45,2900.45,587760797
2019-04-18,2904.81,2908.4,2891.9,2905.03,608523857
2019-04-22,2898.78,2909.51,2896.35,2907.97,448890622
2019-04-23,2909.99,2936.31,2908.53,2933.68,536917942
2019-04-24,2934,2936.83,2926.05,2927.25,526905767
2019-04-25,2928.99,2933.1,2912.84,2926.17,538125643
2019-04-26,2925.81,2939.88,2917.56,2939.88,541398134
2019-04-29,2940.58,2949.52,2939.35,2943.03,477408598
2019-04-30,2937.14,2948.22,2924.11,2945.83,676027330
2019-05-01,2952.33,2954.13,2923.36,2923.73,566350765
2019-05-02,2922.16,2931.68,2900.5,2917.52,532680924
2019-05-03,2929.21,2947.85,2929.21,2945.64,499665800
2019-05-06,2908.89,2937.32,2898.21,2932.47,499639973
2019-05-07,2913.03,2913.03,2862.6,2884.05,632872756
2019-05-08,2879.61,2897.96,2873.28,2879.42,525766104
2019-05-09,2859.84,2875.97,2836.4,2870.72,544559863
2019-05-10,2863.1,2891.31,2825.39,2881.4,529803868
2019-05-13,2840.19,2840.19,2801.43,2811.87,638798515
2019-05-14,2820.12,2852.54,2820.12,2834.41,522835289
2019-05-15,2820.38,2858.68,2815.08,2850.96,486172172
2019-05-16,2855.8,2892.15,2855.8,2876.32,502289680
2019-05-17,2858.6,2885.48,2854.23,2859.53,566146621
2019-05-20,2841.94,2853.86,2831.29,2840.23,510201802
2019-05-21,2854.02,2868.88,2854.02,2864.36,475932198
2019-05-22,2856.06,2865.47,2851.11,2856.27,432635196
2019-05-23,2836.7,2836.7,2805.49,2822.24,577204331
2019-05-24,2832.41,2841.36,2820.19,2826.06,399877052
2019-05-28,2830.03,2840.51,2801.58,2802.39,947941654
2019-05-29,2790.25,2792.03,2766.06,2783.02,539210768
2019-05-30,2786.94,2799,2776.74,2788.86,411329242
2019-05-31,2766.15,2768.98,2750.52,2752.06,591092195
2019-06-03,2751.53,2763.07,2728.81,2744.45,676870924
2019-06-04,2762.64,2804.49,2762.64,2803.27,597988580
2019-06-05,2818.09,2827.28,2800.92,2826.15,544464440
2019-06-06,2828.51,2852.1,2822.45,2843.49,539033231
2019-06-07,2852.87,2884.97,2852.87,2873.34,483825470
2019-06-10,2885.83,2904.77,2885.51,2886.73,484195735
2019-06-11,2903.27,2910.61,2878.53,2885.72,579421044
2019-06-12,2882.73,2888.57,2874.68,2879.84,410704592
2019-06-13,2886.24,2895.24,2881.99,2891.64,438698518
2019-06-14,2886.82,2894.45,2879.62,2886.98,433947868
2019-06-17,2889.75,2897.27,2887.3,2889.67,426463784
2019-06-18,2906.71,2930.79,2905.44,2917.75,514367010
2019-06-19,2920.55,2931.74,2911.43,2926.46,527372080
2019-06-20,2949.6,2958.06,2931.5,2954.18,576775899
2019-06-21,2952.71,2964.15,2946.87,2950.46,1423703583
2019-06-24,2951.42,2954.92,2944.05,2945.35,499305728
2019-06-25,2945.78,2946.52,2916.01,2917.38,545010696
2019-06-26,2926.07,2932.59,2912.99,2913.78,553477142
2019-06-27,2919.66,2929.3,2918.57,2924.92,441949422
2019-06-28,2932.94,2943.98,2929.05,2941.76,1133181867
2019-07-01,2971.41,2977.93,2952.22,2964.33,527362600
2019-07-02,2964.66,2973.21,2955.92,2973.01,434838341
2019-07-03,2978.08,2995.84,2977.96,2995.82,326856578
2019-07-05,2984.25,2994.03,2967.97,2990.41,357588829
2019-07-08,2979.77,2980.76,2970.09,2975.95,439398597
2019-07-09,2965.52,2981.9,2963.44,2979.63,430659676
2019-07-10,2989.3,3002.98,2984.62,2993.07,428395107
2019-07-11,2999.62,3002.33,2988.8,2999.91,433609504
2019-07-12,3003.36,3013.92,3001.87,3013.77,422619276
2019-07-15,3017.8,3017.8,3008.77,3014.3,443283504
2019-07-16,3012.13,3015.02,3001.15,3004.04,429795268
2019-07-17,3005.1,3005.26,2984.25,2984.42,450359991
2019-07-18,2978.87,2998.28,2973.09,2995.11,462670449
2019-07-19,3004.26,3006.02,2975.86,2976.61,542235630
2019-07-22,2981.93,2990.71,2976.65,2985.03,454754463
2019-07-23,2994.74,3005.9,2988.56,3005.47,442632985
2019-07-24,2998.77,3019.59,2996.82,3019.56,511237434
2019-07-25,3016.26,3016.31,2997.24,3003.67,535005428
2019-07-26,3013.25,3027.98,3012.59,3025.86,467251910
2019-07-29,3024.47,3025.61,3014.3,3020.97,439791578
2019-07-30,3007.66,3017.19,3000.94,3013.18,445105355
2019-07-31,3016.22,3017.4,2958.08,2980.38,818335560
2019-08-01,2980.32,3013.59,2945.23,2953.56,675595461
2019-08-02,2943.9,2945.5,2914.11,2932.05,580375737
2019-08-05,2898.07,2898.07,2822.12,2844.74,766359274
2019-08-06,2861.18,2884.4,2847.42,2881.77,588942375
2019-08-07,2858.65,2892.17,2825.71,2883.98,633122957
2019-08-08,2896.21,2938.72,2894.47,2938.09,653657391
2019-08-09,2930.51,2935.75,2900.15,2918.65,500491414
2019-08-12,2907.07,2907.58,2873.14,2883.75,391569343
2019-08-13,2880.72,2943.31,2877.05,2926.32,563420961
2019-08-14,2894.15,2894.15,2839.64,2840.6,692631694
2019-08-15,2846.2,2856.67,2825.51,2847.6,585071376
2019-08-16,2864.74,2893.63,2864.74,2888.68,591597576
2019-08-19,2913.48,2931,2913.48,2923.65,497584853
2019-08-20,2919.01,2923.63,2899.6,2900.51,451459948
2019-08-21,2922.04,2928.73,2917.91,2924.43,399340157
2019-08-22,2930.94,2939.08,2904.51,2922.95,430434567
2019-08-23,2911.07,2927.01,2834.97,2847.11,700619550
2019-08-26,2866.7,2879.27,2856,2878.38,463912564
2019-08-27,2893.14,2898.79,2860.59,2869.16,558676392
2019-08-28,2861.28,2890.03,2853.05,2887.94,442743559
2019-08-29,2910.37,2930.5,2905.67,2924.58,421202599
2019-08-30,2937.09,2940.43,2913.32,2926.46,532980531
2019-09-03,2909.01,2914.39,2891.85,2906.27,489524393
2019-09-04,2924.67,2938.84,2921.86,2937.78,449778606
2019-09-05,2960.6,2985.86,2960.6,2976,535529513
2019-09-06,2980.33,2985.03,2972.51,2978.71,445306999
2019-09-09,2988.43,2989.43,2969.39,2978.43,537167489
2019-09-10,2971.01,2979.39,2957.01,2979.39,575489940
2019-09-11,2981.41,3000.93,2975.31,3000.93,523074343
2019-09-12,3009.08,3020.74,3000.92,3009.57,556338228
2019-09-13,3012.21,3017.33,3002.9,3007.39,491998481
2019-09-16,2996.41,3002.19,2990.67,2997.96,503095882
2019-09-17,2995.67,3006.21,2993.73,3005.7,478756144
2019-09-18,3001.5,3007.83,2978.57,3006.73,506970627
2019-09-19,3010.36,3021.99,3003.16,3006.79,466918496
2019-09-20,3008.42,3016.37,2984.68,2992.07,1610555637
2019-09-23,2983.5,2999.15,2982.23,2991.78,475428043
2019-09-24,3002.43,3007.98,2957.73,2966.6,599469001
2019-09-25,2968.35,2989.82,2952.86,2984.87,510070023
2019-09-26,2985.73,2987.28,2963.71,2977.62,452508818
2019-09-27,2985.47,2987.31,2945.53,2961.79,477747416
2019-09-30,2967.07,2983.85,2967.07,2976.74,496904390
2019-10-01,2983.69,2992.53,2938.7,2940.25,487737183
2019-10-02,2924.78,2924.78,2874.93,2887.61,605438170
2019-10-03,2885.38,2911.13,2855.94,2910.63,490037007
2019-10-04,2918.56,2953.74,2918.56,2952.01,450077902
2019-10-07,2944.23,2959.75,2935.68,2938.79,464173131
2019-10-08,2920.4,2925.47,2892.66,2893.06,486681493
2019-10-09,2911.1,2929.32,2907.41,2919.4,392191350
2019-10-10,2918.55,2948.46,2917.12,2938.13,449257556
2019-10-11,2963.07,2993.28,2963.07,2970.27,543535029
2019-10-14,2965.81,2972.84,2962.94,2966.15,385116809
2019-10-15,2973.61,3003.28,2973.61,2995.68,424302970
2019-10-16,2989.68,2997.54,2985.2,2989.69,474187297
2019-10-17,3000.77,3008.29,2991.79,2997.95,424674621
2019-10-18,2996.84,3000,2976.31,2986.2,629007999
2019-10-21,2996.48,3007.33,2995.35,3006.72,488376210
2019-10-22,3010.73,3014.57,2995.04,2995.99,456454506
2019-10-23,2994.01,3004.78,2991.21,3004.52,468175599
2019-10-24,3014.78,3016.07,3000.42,3010.29,487778413
2019-10-25,3003.32,3027.39,3001.94,3022.55,464691325
2019-10-28,3032.12,3044.08,3032.12,3039.42,463026111
2019-10-29,3035.39,3047.87,3034.81,3036.89,451403455
2019-10-30,3039.74,3050.1,3025.96,3046.77,486270335
2019-10-31,3046.9,3046.9,3023.19,3037.56,673060009
2019-11-01,3050.72,3066.95,3050.72,3066.91,510301237
2019-11-04,3078.96,3085.2,3074.87,3078.27,524848878
2019-11-05,3080.8,3083.95,3072.15,3074.62,585634570
2019-11-06,3075.1,3078.34,3065.89,3076.78,544288522
2019-11-07,3087.02,3097.77,3080.23,3085.18,566117910
2019-11-08,3081.25,3093.09,3073.58,3093.08,460757054
2019-11-11,3080.33,3088.33,3075.82,3087.01,366044400
2019-11-12,3089.28,3102.61,3084.73,3091.84,434953689
2019-11-13,3084.18,3098.06,3078.8,3094.04,454607412
2019-11-14,3090.75,3098.2,3083.26,3096.63,408390424
2019-11-15,3107.92,3120.46,3104.6,3120.46,579104868
2019-11-18,3117.91,3124.17,3112.06,3122.03,521730492
2019-11-19,3127.45,3127.64,3113.47,3120.18,513153035
2019-11-20,3114.66,3118.97,3091.41,3108.46,756408988
2019-11-21,3108.49,3110.11,3094.55,3103.54,476836171
2019-11-22,3111.41,3112.87,3099.26,3110.29,418027927
2019-11-25,3117.44,3133.83,3117.44,3133.64,513728761
2019-11-26,3134.85,3142.69,3131,3140.52,986041660
2019-11-27,3145.49,3154.26,3143.41,3153.63,421853938
2019-11-29,3147.18,3150.3,3139.34,3140.98,286602291
2019-12-02,3143.85,3144.31,3110.78,3113.87,497591273
2019-12-03,3087.41,3094.97,3070.33,3093.2,557374678
2019-12-04,3103.5,3119.38,3102.53,3112.76,528372221
2019-12-05,3119.21,3119.45,3103.76,3117.43,462499605
2019-12-06,3134.62,3150.6,3134.62,3145.91,489116706
2019-12-09,3141.86,3148.87,3135.46,3135.96,468488007
2019-12-10,3135.36,3142.12,3126.09,3132.52,460145225
2019-12-11,3135.75,3143.98,3133.21,3141.63,472523605
2019-12-12,3141.23,3176.28,3138.47,3168.57,575875664
2019-12-13,3166.65,3182.68,3156.51,3168.8,505261345
2019-12-16,3183.63,3197.71,3183.63,3191.45,640194352
2019-12-17,3195.4,3198.22,3191.03,3192.52,568033435
2019-12-18,3195.21,3198.48,3191.14,3191.14,598958742
2019-12-19,3192.32,3205.48,3192.32,3205.37,592606963
2019-12-20,3223.33,3225.65,3216.03,3221.22,1760995206
2019-12-23,3226.05,3227.78,3222.3,3224.01,467684564
2019-12-24,3225.45,3226.43,3220.51,3223.38,170793796
2019-12-26,3227.2,3240.08,3227.2,3239.91,316662796
2019-12-27,3247.23,3247.93,3234.37,3240.02,335876636
2019-12-30,3240.09,3240.92,3216.57,3221.29,344987511
2019-12-31,3215.18,3231.72,3212.03,3230.78,431595893
